Chem,220,223,226,229,232,235,238,241,244,247,250,253,256,259,262,265,268,271,274,277,280,283,286,289,292,295,298,301,304,307,310,313,316,319,322,325,328,331,334,337,340,343,346,349,352,355,358,361,364,367,370,373,376,379,382,385,388,391,394,397,400,403,406,409,412,415,418,421,424,427,430,433,436,439,442,445,448,451,454,457,460,463,466,469,472,475,478,481,484,487,490,493,496,499,502,505,508,511,514,517,520,523,526,529,532,535,538,541,544,547,550,553,556,559,562,565,568,571,574,577,580,583,586,589,592,595,598,601,604,607,610,613,616,619,622,625,628,631,634,637,640,643,646,649,652,655,658,661,664,667,670,673,676,679,682,685,688,691,694,697,700,703,706,709,712,715,718,721,724,727,730,733,736,739,742,745,748
prorna,0.088,0.077,0.077,0.072,0.062,0.051,0.045,0.04,0.035,0.032,0.031,0.029,0.027,0.028,0.028,0.025,0.023,0.02,0.018,0.017,0.013,0.011,0.01,0.007,0.007,0.006,0.004,0.003,0.003,0.003,0.001,0,0.003,0.003,0,0.001,0,0.001,0.002,0.001,0.002,0.002,0.001,0.001,0.004,0.002,0.001,0.002,0.004,0.003,0.003,0.004,0.002,0.002,0,0.001,0.003,0.004,0.001,0.002,-0.001,0.001,0.002,0,0.002,0.001,0.004,0.003,0.005,0.005,0.001,0.002,0.004,0.002,0.002,0,0.001,0.003,0.004,0.004,0.001,0.002,0.006,0.004,0.003,0.004,0.004,0.004,0.004,0.003,0.001,0.003,0.003,0.002,-0.002,-0.003,-0.002,0.002,-0.001,0.002,0.002,0.002,0.001,-0.003,0,-0.002,0.001,0.004,0.007,0,0.001,0.004,0.003,0.005,0.001,-0.004,-0.002,0.006,0.006,0.009,0,-0.001,-0.003,-0.002,-0.001,-0.005,-0.004,0.002,0.005,0.001,0.001,0,0,0.003,0,0.008,0.001,-0.002,0.004,0.004,0.003,0,0.003,0,-0.002,0.002,0.01,0.001,-0.003,0.006,0.011,0.005,0.007,0,0.005,0.002,0.005,0,0.002,-0.001,0.004,0,-0.003,0.001,0.004,0.003,0.001,-0.003,0.002,0.008,0.006,-0.002,0,0,0.002,-0.001,0.004
prorna,0.096,0.083,0.077,0.07,0.061,0.05,0.046,0.04,0.037,0.033,0.032,0.031,0.029,0.03,0.029,0.027,0.025,0.022,0.02,0.017,0.014,0.011,0.009,0.007,0.006,0.005,0.003,0.003,0.004,0.005,0.002,0.002,0.004,0.004,0.002,0.002,0.002,0.004,0.004,0.005,0.004,0.004,0.003,0.003,0.006,0.004,0.002,0.003,0.006,0.005,0.005,0.007,0.005,0.003,0.002,0.003,0.004,0.005,0.003,0.004,0.002,0.004,0.003,0.002,0.003,0.004,0.006,0.006,0.007,0.007,0.004,0.005,0.008,0.004,0.004,0.002,0.003,0.007,0.007,0.007,0.004,0.006,0.01,0.007,0.007,0.009,0.007,0.006,0.005,0.005,0.004,0.007,0.007,0.005,0.001,0,0.001,0.004,0.002,0.005,0.006,0.005,0.003,0.001,0.003,0.001,0.004,0.005,0.009,0.003,0.004,0.009,0.008,0.009,0.005,0,0.001,0.01,0.009,0.013,0.003,0.003,0.002,0.002,0.004,-0.001,-0.001,0.005,0.008,0.004,0.005,0.001,0.003,0.009,0.005,0.012,0.005,0,0.006,0.006,0.007,0.006,0.008,0.004,0.003,0.007,0.013,0.003,0.004,0.008,0.014,0.009,0.011,0.004,0.008,0.007,0.008,0.004,0.005,0.004,0.006,0.003,0.002,0.005,0.008,0.008,0.006,0.001,0.005,0.012,0.01,0.004,0.007,0.005,0.005,0.003,0.007
prorna,0.094,0.084,0.08,0.076,0.068,0.056,0.049,0.044,0.042,0.039,0.037,0.036,0.035,0.036,0.035,0.032,0.031,0.028,0.026,0.024,0.02,0.018,0.015,0.012,0.012,0.012,0.008,0.008,0.009,0.011,0.008,0.006,0.009,0.009,0.006,0.008,0.006,0.006,0.009,0.009,0.008,0.008,0.008,0.008,0.011,0.01,0.008,0.009,0.011,0.009,0.009,0.01,0.008,0.008,0.006,0.007,0.01,0.009,0.008,0.008,0.005,0.008,0.007,0.005,0.007,0.007,0.008,0.009,0.011,0.011,0.006,0.008,0.01,0.008,0.008,0.007,0.007,0.01,0.011,0.009,0.009,0.008,0.012,0.011,0.01,0.011,0.01,0.011,0.009,0.008,0.007,0.009,0.008,0.007,0.006,0.001,0.004,0.007,0.007,0.009,0.008,0.008,0.009,0.007,0.008,0.004,0.008,0.009,0.011,0.006,0.006,0.012,0.011,0.011,0.007,0,0.004,0.012,0.012,0.016,0.005,0.004,0.006,0.005,0.008,0.004,-0.001,0.006,0.012,0.007,0.009,0.007,0.007,0.011,0.007,0.014,0.009,0.003,0.009,0.007,0.008,0.006,0.009,0.006,0.007,0.011,0.018,0.004,0.003,0.011,0.017,0.015,0.013,0.007,0.015,0.012,0.011,0.004,0.005,0.003,0.011,0.005,-0.002,0.001,0.006,0.008,0.01,0.002,0.006,0.014,0.01,0.007,0.011,0.005,0.005,0.012,0.013
prorna,0.045,0.039,0.038,0.037,0.031,0.027,0.026,0.024,0.021,0.02,0.02,0.019,0.019,0.02,0.02,0.018,0.018,0.016,0.015,0.013,0.012,0.01,0.008,0.008,0.007,0.007,0.005,0.003,0.004,0.006,0.003,0.003,0.005,0.004,0.002,0.004,0.003,0.003,0.006,0.005,0.004,0.003,0.003,0.003,0.006,0.005,0.004,0.005,0.007,0.005,0.005,0.007,0.004,0.004,0.003,0.003,0.005,0.005,0.004,0.004,0.001,0.004,0.004,0.002,0.004,0.004,0.006,0.007,0.008,0.007,0.005,0.006,0.008,0.005,0.003,0.002,0.003,0.006,0.006,0.006,0.004,0.006,0.009,0.007,0.007,0.008,0.005,0.005,0.005,0.006,0.003,0.006,0.005,0.003,0.001,-0.001,0.001,0.003,0.001,0.004,0.006,0.005,0.004,0.002,0.003,0.001,0.004,0.006,0.009,0.004,0.002,0.007,0.006,0.007,0.003,-0.002,0,0.009,0.006,0.01,0.001,0.001,0.001,0.001,0.003,0.001,-0.001,0.003,0.007,0.003,0.004,0.002,0.003,0.007,0.002,0.009,0.004,0,0.005,0.005,0.006,0.004,0.006,0.003,0.002,0.005,0.012,0.001,0.001,0.007,0.014,0.008,0.008,0.003,0.009,0.007,0.006,0.002,0.002,-0.001,0.004,0.003,-0.001,0,0.004,0.005,0.005,0,0.002,0.01,0.007,0.002,0.006,0.003,0.003,0.004,0.005
prorna,0.048,0.044,0.044,0.04,0.036,0.031,0.03,0.027,0.026,0.024,0.023,0.022,0.022,0.024,0.024,0.022,0.021,0.02,0.018,0.017,0.016,0.016,0.013,0.011,0.011,0.012,0.009,0.008,0.008,0.009,0.007,0.007,0.007,0.008,0.007,0.01,0.006,0.007,0.009,0.008,0.007,0.007,0.006,0.007,0.01,0.009,0.008,0.01,0.011,0.008,0.009,0.012,0.009,0.008,0.006,0.007,0.008,0.01,0.009,0.009,0.007,0.009,0.007,0.005,0.008,0.007,0.007,0.007,0.01,0.009,0.008,0.01,0.011,0.008,0.005,0.004,0.005,0.008,0.008,0.007,0.007,0.008,0.013,0.011,0.01,0.01,0.008,0.01,0.007,0.006,0.004,0.008,0.009,0.008,0.005,0.001,-0.001,0.003,0.002,0.006,0.008,0.007,0.003,0.001,0.004,0.003,0.004,0.009,0.01,0.005,0.004,0.007,0.007,0.01,0.006,0.001,0.003,0.01,0.008,0.011,0.002,0.003,0.002,0.004,0.004,0.002,-0.001,0.003,0.005,0.004,0.008,0.005,0.004,0.008,0.003,0.009,0.004,0.001,0.003,0.003,0.005,0.004,0.008,0.005,0.006,0.01,0.016,0.004,-0.001,0.008,0.018,0.012,0.012,0.004,0.007,0.003,0.007,0.005,0.005,0.001,0.007,0.006,0.004,0.005,0.006,0.005,0.003,-0.002,0.001,0.01,0.01,0,0.003,0.002,0,0.002,0.006
prorna,0.051,0.045,0.042,0.038,0.033,0.029,0.026,0.025,0.023,0.022,0.021,0.02,0.021,0.022,0.022,0.02,0.019,0.018,0.016,0.016,0.013,0.012,0.01,0.01,0.009,0.008,0.007,0.006,0.007,0.008,0.005,0.004,0.007,0.006,0.004,0.007,0.005,0.006,0.008,0.007,0.006,0.005,0.005,0.005,0.008,0.007,0.006,0.007,0.009,0.007,0.007,0.008,0.006,0.006,0.005,0.005,0.006,0.007,0.005,0.005,0.002,0.006,0.005,0.004,0.006,0.005,0.007,0.008,0.009,0.009,0.006,0.008,0.01,0.007,0.004,0.003,0.004,0.007,0.007,0.007,0.005,0.008,0.011,0.007,0.007,0.009,0.007,0.006,0.006,0.008,0.005,0.008,0.008,0.005,0.001,0.001,0.002,0.004,0.002,0.006,0.008,0.006,0.004,0.002,0.004,0.003,0.005,0.007,0.012,0.006,0.004,0.007,0.006,0.009,0.006,0,0.001,0.009,0.007,0.012,0.003,0.003,0.002,0.003,0.003,0,-0.001,0.005,0.007,0.004,0.004,0.001,0.004,0.007,0.003,0.013,0.006,0.002,0.005,0.007,0.009,0.006,0.006,0.003,0.004,0.004,0.011,0.003,0.001,0.008,0.014,0.009,0.01,0.003,0.009,0.006,0.009,0.004,0.004,0.002,0.005,0.001,0,0.004,0.004,0.007,0.006,0,0.002,0.011,0.007,0.001,0.003,0.004,0.005,0.003,0.007
prorna,0.035,0.025,0.021,0.02,0.017,0.015,0.015,0.015,0.013,0.013,0.013,0.013,0.014,0.015,0.015,0.015,0.013,0.014,0.013,0.012,0.011,0.01,0.009,0.008,0.009,0.01,0.007,0.007,0.007,0.009,0.006,0.005,0.007,0.007,0.005,0.006,0.005,0.005,0.007,0.006,0.006,0.006,0.005,0.005,0.009,0.007,0.006,0.007,0.009,0.007,0.007,0.009,0.006,0.007,0.004,0.005,0.006,0.007,0.005,0.005,0.001,0.006,0.006,0.004,0.007,0.006,0.007,0.008,0.01,0.01,0.006,0.007,0.01,0.007,0.006,0.003,0.005,0.009,0.007,0.008,0.005,0.007,0.011,0.008,0.008,0.009,0.008,0.007,0.006,0.008,0.006,0.008,0.008,0.005,0.002,0.001,0.002,0.005,0.001,0.006,0.008,0.007,0.006,0.003,0.005,0.003,0.006,0.006,0.01,0.006,0.004,0.008,0.007,0.009,0.005,0,0.002,0.01,0.007,0.012,0.004,0.003,0.003,0.003,0.005,0.001,-0.002,0.005,0.01,0.006,0.005,0.002,0.004,0.009,0.004,0.012,0.007,0.003,0.005,0.005,0.008,0.006,0.007,0.003,0.005,0.006,0.012,0.003,0.001,0.009,0.016,0.011,0.01,0.004,0.011,0.007,0.009,0.005,0.005,0.003,0.007,0.001,0,0.004,0.005,0.007,0.008,0.001,0.004,0.012,0.01,0.004,0.006,0.005,0.004,0.007,0.011
prorna,0.032,0.021,0.02,0.019,0.016,0.013,0.013,0.013,0.012,0.012,0.012,0.012,0.011,0.013,0.013,0.013,0.013,0.011,0.009,0.01,0.009,0.008,0.007,0.006,0.006,0.006,0.005,0.004,0.005,0.008,0.004,0.004,0.005,0.005,0.004,0.005,0.004,0.004,0.006,0.006,0.004,0.005,0.003,0.004,0.007,0.006,0.005,0.006,0.008,0.006,0.006,0.008,0.005,0.004,0.003,0.003,0.004,0.006,0.005,0.004,0.001,0.005,0.004,0.002,0.005,0.005,0.005,0.006,0.007,0.007,0.005,0.006,0.01,0.007,0.003,0.002,0.003,0.007,0.006,0.006,0.003,0.005,0.009,0.007,0.007,0.008,0.005,0.006,0.005,0.007,0.004,0.007,0.008,0.005,0.003,0.002,0.002,0.003,0.001,0.005,0.008,0.006,0.004,0.003,0.004,0.002,0.005,0.004,0.01,0.005,0.003,0.006,0.005,0.007,0.005,0,0.001,0.01,0.006,0.009,0.003,0.004,0.002,0.003,0.005,0.002,-0.002,0.003,0.007,0.004,0.003,0.002,0.006,0.009,0.003,0.01,0.007,0.002,0.005,0.008,0.01,0.007,0.007,0.002,0.003,0.005,0.009,0.003,0.001,0.006,0.013,0.009,0.011,0.005,0.01,0.007,0.009,0.003,0.002,0,0.005,0.002,0.001,0.005,0.003,0.008,0.007,0.001,0.004,0.01,0.006,0.002,0.004,0.006,0.004,0.004,0.008
prorna,0.026,0.029,0.026,0.02,0.017,0.015,0.016,0.014,0.012,0.012,0.013,0.013,0.013,0.015,0.014,0.013,0.014,0.013,0.011,0.012,0.01,0.01,0.009,0.007,0.008,0.008,0.007,0.006,0.006,0.008,0.004,0.004,0.005,0.006,0.005,0.006,0.004,0.004,0.006,0.006,0.004,0.005,0.004,0.004,0.007,0.007,0.005,0.006,0.008,0.006,0.006,0.007,0.005,0.005,0.003,0.003,0.005,0.006,0.004,0.003,0.001,0.005,0.004,0.003,0.004,0.005,0.005,0.005,0.007,0.007,0.005,0.005,0.01,0.006,0.003,0.002,0.003,0.006,0.006,0.006,0.004,0.005,0.008,0.005,0.006,0.007,0.005,0.005,0.005,0.006,0.003,0.006,0.006,0.003,0.001,0,0.001,0.003,0,0.004,0.008,0.005,0.004,0.002,0.003,0.002,0.004,0.003,0.009,0.005,0.002,0.006,0.004,0.006,0.004,-0.001,0,0.006,0.003,0.008,0.002,0.002,0,0.001,0.004,0.001,-0.003,0.004,0.006,0.004,0.003,0,0.004,0.007,0,0.008,0.006,0.002,0.004,0.005,0.006,0.003,0.004,0,0.002,0.004,0.009,0.001,0,0.005,0.011,0.008,0.008,0.002,0.009,0.007,0.005,0.002,0.002,-0.001,0.004,0.001,-0.002,0.003,0.002,0.004,0.006,-0.002,0,0.008,0.005,0,0.003,0.004,-0.001,0.003,0.007
prorna,0.027,0.013,0.012,0.011,0.008,0.008,0.009,0.007,0.007,0.008,0.009,0.01,0.009,0.011,0.01,0.009,0.009,0.009,0.007,0.007,0.007,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.005,0.006,0.003,0.003,0.005,0.004,0.003,0.004,0.003,0.004,0.005,0.005,0.004,0.004,0.003,0.004,0.005,0.004,0.003,0.004,0.006,0.005,0.006,0.007,0.004,0.004,0.003,0.003,0.004,0.005,0.004,0.004,0,0.005,0.004,0.004,0.006,0.005,0.005,0.005,0.008,0.008,0.005,0.006,0.01,0.006,0.004,0.002,0.002,0.007,0.006,0.005,0.004,0.006,0.009,0.005,0.005,0.007,0.006,0.005,0.004,0.007,0.005,0.006,0.007,0.003,0,-0.001,0.001,0.003,-0.001,0.004,0.008,0.007,0.004,0.003,0.004,0.002,0.004,0.004,0.008,0.006,0.003,0.006,0.004,0.006,0.005,0,0.001,0.007,0.005,0.009,0.001,0.002,0.002,0,0.003,0.002,-0.003,0.003,0.007,0.003,0.001,0,0.001,0.005,0.001,0.008,0.006,0.003,0.004,0.005,0.007,0.005,0.005,0.003,0.003,0.003,0.009,0.002,0,0.005,0.011,0.008,0.008,0.004,0.009,0.006,0.006,0.003,0.003,0,0.003,0,0,0.003,0.002,0.005,0.006,0.001,0.001,0.008,0.005,0.001,0.003,0.003,-0.001,0.002,0.007
prorna,0.021,0.015,0.015,0.009,0.006,0.006,0.009,0.007,0.006,0.007,0.007,0.007,0.007,0.009,0.008,0.008,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.004,0.004,0.004,0.003,0.003,0.004,0.005,0.003,0.003,0.004,0.004,0.003,0.004,0.003,0.003,0.005,0.004,0.003,0.003,0.003,0.003,0.006,0.005,0.003,0.004,0.006,0.005,0.005,0.006,0.004,0.004,0.002,0.002,0.004,0.005,0.003,0.003,0.001,0.005,0.004,0.002,0.004,0.003,0.004,0.004,0.007,0.006,0.004,0.005,0.009,0.006,0.003,0,0.001,0.005,0.005,0.006,0.004,0.005,0.008,0.005,0.005,0.007,0.004,0.005,0.004,0.006,0.003,0.007,0.007,0.004,0.001,-0.001,0,0.002,0,0.004,0.008,0.006,0.004,0.002,0.004,0.001,0.004,0.004,0.009,0.005,0.002,0.006,0.004,0.007,0.006,-0.001,0,0.008,0.005,0.009,0.003,0.005,0.002,0.002,0.002,0.001,-0.002,0.004,0.006,0.003,0.003,0.001,0.003,0.006,0.001,0.009,0.005,0.003,0.004,0.006,0.008,0.005,0.007,0.004,0.004,0.004,0.01,0.002,-0.001,0.006,0.013,0.009,0.009,0.002,0.008,0.007,0.007,0.003,0.003,0,0.004,0,0.001,0.004,0.003,0.006,0.005,-0.001,0.001,0.011,0.006,0,0.003,0.004,0.001,0.003,0.008
prorna,0.015,0.015,0.013,0.01,0.008,0.008,0.008,0.008,0.008,0.007,0.009,0.009,0.009,0.011,0.01,0.009,0.01,0.009,0.007,0.008,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.003,0.005,0.006,0.003,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.003,0.004,0.007,0.005,0.004,0.005,0.007,0.006,0.007,0.008,0.005,0.004,0.004,0.003,0.004,0.006,0.004,0.004,0.001,0.005,0.004,0.002,0.005,0.004,0.005,0.005,0.007,0.007,0.004,0.006,0.01,0.007,0.004,0.002,0.002,0.006,0.007,0.006,0.003,0.005,0.01,0.006,0.006,0.008,0.006,0.006,0.005,0.007,0.004,0.007,0.007,0.004,0.002,0,0.001,0.002,0,0.005,0.007,0.006,0.004,0.003,0.004,0.001,0.004,0.005,0.011,0.006,0.003,0.007,0.005,0.008,0.007,0,0.001,0.008,0.006,0.01,0.004,0.004,0.001,0.003,0.004,0.001,-0.002,0.005,0.007,0.003,0.003,0.001,0.003,0.007,0.002,0.011,0.006,0.003,0.005,0.007,0.009,0.004,0.006,0.003,0.004,0.005,0.01,0.002,0,0.007,0.013,0.009,0.009,0.004,0.009,0.006,0.008,0.004,0.005,0.002,0.004,0,-0.001,0.004,0.004,0.006,0.005,0,0.002,0.01,0.007,0.003,0.005,0.006,0.002,0.006,0.01
prorna,0.04,0.03,0.026,0.019,0.015,0.011,0.01,0.009,0.008,0.008,0.008,0.009,0.009,0.011,0.011,0.011,0.011,0.011,0.01,0.011,0.009,0.01,0.01,0.009,0.01,0.01,0.009,0.008,0.008,0.01,0.006,0.006,0.007,0.007,0.005,0.007,0.005,0.005,0.007,0.006,0.005,0.005,0.005,0.005,0.008,0.007,0.007,0.008,0.009,0.006,0.006,0.008,0.006,0.006,0.004,0.003,0.006,0.007,0.005,0.005,0.001,0.006,0.005,0.003,0.005,0.005,0.005,0.006,0.008,0.008,0.005,0.006,0.01,0.007,0.005,0.002,0.003,0.007,0.006,0.005,0.004,0.006,0.01,0.006,0.007,0.007,0.005,0.005,0.005,0.007,0.004,0.007,0.007,0.004,0,-0.001,0,0.002,0,0.005,0.008,0.006,0.004,0.002,0.004,0.001,0.004,0.006,0.01,0.006,0.003,0.006,0.004,0.007,0.005,-0.001,-0.001,0.007,0.005,0.01,0.002,0.002,0,0.001,0.002,0,-0.002,0.003,0.006,0.004,0.002,0,0.002,0.005,0.001,0.009,0.004,0.001,0.003,0.004,0.006,0.004,0.004,0.001,0.003,0.003,0.009,0.002,-0.001,0.007,0.013,0.007,0.009,0.003,0.008,0.006,0.006,0.002,0.002,0,0.004,0,-0.001,0.003,0.002,0.005,0.004,0,0.001,0.01,0.005,0.001,0.003,0.002,0,0.003,0.009
prorna,0.036,0.025,0.027,0.02,0.014,0.01,0.008,0.006,0.006,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.008,0.007,0.006,0.007,0.008,0.005,0.005,0.007,0.006,0.005,0.006,0.005,0.005,0.006,0.007,0.005,0.005,0.005,0.005,0.008,0.006,0.005,0.007,0.008,0.007,0.007,0.008,0.006,0.006,0.004,0.004,0.007,0.007,0.005,0.004,0.001,0.006,0.005,0.003,0.005,0.004,0.006,0.006,0.008,0.008,0.004,0.007,0.01,0.006,0.004,0.002,0.002,0.007,0.007,0.007,0.004,0.006,0.01,0.007,0.007,0.007,0.006,0.006,0.006,0.007,0.004,0.008,0.008,0.004,0.001,0,0,0.003,0.001,0.005,0.008,0.006,0.004,0.002,0.005,0.002,0.004,0.006,0.01,0.006,0.003,0.007,0.005,0.008,0.006,0,0.001,0.008,0.006,0.011,0.003,0.004,0.002,0.002,0.003,0.001,-0.001,0.004,0.007,0.004,0.003,0.001,0.004,0.008,0.002,0.012,0.007,0.003,0.005,0.007,0.009,0.007,0.006,0.004,0.006,0.006,0.01,0.002,0.001,0.009,0.015,0.008,0.01,0.003,0.01,0.007,0.008,0.003,0.004,0.001,0.005,0.002,0.001,0.005,0.004,0.008,0.007,0.001,0.003,0.01,0.008,0.003,0.006,0.006,0.001,0.003,0.011
prorna,0.027,0.021,0.021,0.015,0.011,0.008,0.006,0.007,0.007,0.007,0.007,0.008,0.008,0.009,0.009,0.01,0.01,0.01,0.009,0.009,0.009,0.009,0.007,0.008,0.009,0.01,0.008,0.007,0.007,0.009,0.006,0.004,0.007,0.008,0.005,0.007,0.004,0.005,0.007,0.007,0.006,0.005,0.005,0.005,0.008,0.007,0.006,0.007,0.009,0.007,0.007,0.009,0.007,0.006,0.004,0.004,0.006,0.007,0.005,0.005,0.002,0.006,0.005,0.003,0.005,0.005,0.006,0.007,0.009,0.008,0.005,0.007,0.011,0.007,0.005,0.003,0.003,0.007,0.007,0.007,0.005,0.006,0.01,0.007,0.007,0.008,0.006,0.006,0.006,0.008,0.004,0.008,0.008,0.004,0.001,0.001,0.002,0.005,0.003,0.006,0.009,0.006,0.005,0.004,0.005,0.002,0.004,0.006,0.01,0.006,0.004,0.008,0.005,0.007,0.006,0,0.001,0.009,0.006,0.01,0.003,0.004,0.002,0.003,0.004,0,-0.002,0.004,0.006,0.003,0.004,0.001,0.005,0.007,0.002,0.011,0.007,0.002,0.005,0.006,0.008,0.006,0.005,0.003,0.004,0.005,0.011,0.003,0.002,0.008,0.015,0.01,0.011,0.004,0.011,0.009,0.008,0.004,0.003,0,0.006,0.003,0.001,0.004,0.003,0.007,0.006,0.002,0.003,0.01,0.006,0.001,0.004,0.004,0.002,0.006,0.01
blank,0.036,0.026,0.024,0.02,0.019,0.015,0.013,0.01,0.009,0.008,0.006,0.005,0.006,0.004,0.004,0.003,0.004,0.001,0.001,0.001,0,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0,0.001,0.001,0.003,0.004,0.005,0.003,0.004,0.003,0.003,0.005,0.004,0.003,0.004,0.003,0.004,0.003,0.003,0.004,0.002,0.001,0.001,0.004,0.003,0.001,0,0.004,0.001,0.003,0.002,-0.001,-0.001,0.003,0.003,0.004,0.004,0.003,0.002,0.003,0,0.002,0.002,-0.002,0.002,0.001,0.003,0.004,0.002,0.004,0.002,0.003,0.005,0.007,0.008,0.005,0,0.002,0.003,0.006,0,-0.001,0.006,0.005,0.003,0.003,0.001,0.004,0.003,0.002,0.004,0,0.002,0.007,0.001,0.003,0.005,0.003,0.002,0.003,0.004,0.005,0.008,0.004,0.004,0.004,0.004,0.003,0.006,0.005,0.004,0.001,0.008,0.007,0.009,0.008,0.002,0.006,0.006,-0.002,0.002,0.002,0.003,-0.001,0.002,0.002,0.007,0.01,0.01,0.005,0.001,0.002,0.004,0.006,0.006,0.002,-0.002,0.004,0.014,0.01,0.005,0.004,0.003,0.008,0.007,0.005,0.004,0.004,0.004,0.005,0.009,0.009
blank,0.025,0.032,0.023,0.018,0.017,0.016,0.014,0.011,0.009,0.008,0.007,0.007,0.005,0.004,0.004,0.004,0.004,0.002,0.002,0.003,0.001,0.001,0,0.002,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.003,0.002,0.003,0.004,0.002,0.001,0.002,0.003,0.004,0.004,0.003,0.003,0.005,0.004,0.005,0.002,0.002,0.001,0.004,0.005,0.006,0.004,0.004,0.003,0.004,0.006,0.005,0.003,0.005,0.003,0.004,0.003,0.004,0.004,0.003,0.001,0.001,0.003,0.004,0.001,0.001,0.004,0.001,0.002,0.001,-0.001,0,0.004,0.002,0.004,0.004,0.002,0.002,0.004,0,0.002,0.003,-0.001,0.003,0.002,0.003,0.004,0.002,0.004,0.001,0.003,0.007,0.008,0.008,0.005,0.002,0.003,0.002,0.006,0.002,-0.001,0.005,0.005,0.004,0.004,0.003,0.004,0.005,0.003,0.004,-0.002,0,0.003,-0.001,0.004,0.006,0.003,0.002,0.005,0.007,0.004,0.006,0.006,0.006,0.006,0.005,0.003,0.004,0.003,0.004,0.002,0.01,0.007,0.008,0.008,0.003,0.007,0.005,-0.001,0.003,0.002,0.002,0,-0.002,0.001,0.006,0.009,0.009,0.006,0.004,0.003,0.006,0.007,0.005,0.004,0.001,0.003,0.014,0.009,0.006,0.006,0.005,0.009,0.008,0.004,0.004,0.004,0.004,0.003,0.006,0.009
blank,0.034,0.027,0.022,0.021,0.018,0.016,0.013,0.01,0.01,0.009,0.008,0.007,0.006,0.004,0.004,0.004,0.004,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.003,0.002,0.002,0.003,0.002,0.001,0.003,0.004,0.004,0.004,0.004,0.002,0.003,0.004,0.006,0.005,0.005,0.004,0.003,0.005,0.005,0.005,0.002,0.003,0.003,0.004,0.005,0.006,0.004,0.005,0.004,0.004,0.006,0.005,0.004,0.005,0.004,0.004,0.004,0.005,0.005,0.004,0.001,0.002,0.005,0.004,0.001,0.002,0.005,0.002,0.003,0.002,0,0.001,0.004,0.004,0.005,0.005,0.003,0.002,0.005,0,0.003,0.004,0,0.004,0.002,0.003,0.004,0.003,0.004,0.002,0.004,0.007,0.008,0.008,0.004,0.001,0.004,0.003,0.006,0.002,0,0.006,0.006,0.004,0.005,0.004,0.005,0.004,0.002,0.004,-0.002,0,0.005,0.001,0.004,0.004,0.003,0.002,0.004,0.007,0.004,0.008,0.007,0.005,0.006,0.005,0.002,0.004,0.003,0.003,0,0.01,0.008,0.008,0.009,0.004,0.007,0.007,-0.002,0.002,0.001,0.003,0.002,-0.001,0.002,0.008,0.011,0.01,0.004,0.003,0.001,0.005,0.007,0.005,0.004,-0.002,0.003,0.015,0.01,0.006,0.007,0.005,0.008,0.008,0.006,0.004,0.003,0.003,0.005,0.008,0.01
blank,0.008,0,0.004,0.005,0.003,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0,0,-0.001,-0.002,-0.001,-0.001,-0.003,-0.004,-0.002,-0.001,-0.001,0,0,0,0,0.003,0,-0.001,0.001,0.002,0.001,0.002,0.003,0.001,0.002,0.002,0.002,0.001,0.001,0,-0.001,0,0.002,0.001,0.001,0.001,0.003,0.002,0.003,0.001,0.001,0.001,0.003,0.003,0.003,0.002,0.003,0.004,0.003,0.001,0.002,0.002,0.003,0.002,0.001,0.002,0.001,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.001,0.001,0.002,0.004,0.004,0.006,0.003,0.004,0.004,0.003,0.002,0.001,0.003,0.003,0.004,0.004,0.002,0.001,0.001,0.002,0.003,0.003,0.004,0.004,0.003,0.003,0.005,0.004,0.001,0.002,0.002,0.003,0.004,0.003,0,0.002,0.004,0.004,0.005,0.001,0,0.001,0.002,0.001,0.002,0.002,0.002,0.001,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0,0,0.002,0.002,-0.001,0.002,0.001,0.001,0,0.001,0,0.001,0.003,0.002,-0.001,0.002,0,0.002,0.002,-0.002,0.001,0.002,0.002,-0.001,0.001,0.001,0.003,0.003,0.004,0.006,0.004
